name: Level 1
difficulty: easy
author: Steven Bell
email: sebell@stanford.edu
start: 5, 5, 2
finish: -35, 1.5, 2
bounds: -45, 15, -5, 15, -5, 55

light: -20, 20, 20

# Floor pieces
wall:   0.0,  0.0,  0.0,     0.0,  0.0, 50.0,     10.0,  0.0,  0.0,     0.25, textures/mud.png
wall:   0.0,  0.0, 40.0,   -30.0,  0.0, 40.0,      0.0,  0.0, 50.0,     0.25, textures/mud.png
wall: -40.0,  0.0,  0.0,   -40.0,  0.0, 50.0,    -30.0,  0.0,  0.0,     0.25, textures/mud.png

wall:   0.0,  0.0,  0.0,     0.0,  0.0, 40.0,      0.0, 10.0,  0.0,      0.25, textures/marble.png
wall:   0.0,  0.0, 40.0,   -30.0,  0.0, 40.0,      0.0, 10.0, 40.0,      0.25, textures/marble.png
wall: -30.0,  0.0, 40.0,   -30.0,  0.0,  0.0,    -30.0, 10.0, 40.0,      0.25, textures/marble.png

wall:  10.0,  0.0,  0.0,    10.0,  0.0, 50.0,     10.0, 10.0,  0.0,      0.25, textures/marble.png
wall:  10.0,  0.0, 50.0,   -40.0,  0.0, 50.0,     10.0, 10.0, 50.0,      0.25, textures/marble.png
wall: -40.0,  0.0, 50.0,   -40.0,  0.0,  0.0,    -40.0, 10.0, 50.0,      0.25, textures/marble.png

wall:   0.0, 10.0,  0.0,    10.0, 10.0,  0.0,      0.0, 10.0, 50.0,     0.25, textures/brushed.png
wall:   0.0, 10.0, 40.0,     0.0, 10.0, 50.0,    -30.0, 10.0, 40.0,     0.25, textures/brushed.png
wall: -40.0, 10.0,  0.0,   -30.0, 10.0,  0.0,    -40.0, 10.0, 50.0,     0.25, textures/brushed.png

